Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,year,Amount in Millions
SupplyNote,2015.0,Noida,"Food, Hospitality, Tourism & Travel","SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.","Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,1200000.0,Series,2021,1.2
Vakilsearch,2010.0,Chennai,Services,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",Hrishikesh Datar,InCorp India,10000000.0,Seed,2021,10.0
Cloudphysician,2017.0,Bangalore,Technology,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,4000000.0,Series,2021,4.0
Wiggles.in,2018.0,Pune,Technology,Wiggles India is a preventative healthcare brand for all things pets!,Anushka Iyer,Anthill Ventures,5500000.0,Series,2021,5.5
Avanti Finance,2017.0,Bangalore,Finance,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation",15000000.0,Series,2021,15.0
Vanity Wagon,2018.0,New Delhi,E-Commerce & Retail,Vanity Wagon is India's first true information oriented clean beauty marketplace.,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,700000.0,Series,2021,0.7
Purplle,2012.0,Mumbai,E-Commerce & Retail,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,"Rahul Dash, Manish Taneja",Kedaara,70000000.0,Seed,2021,70.0
Wallmantra,2013.0,Noida,Technology,WallMantra is a well reputed wall decoration online store in India.,Shivam Agarwal,Velocity,3500000.0,Seed,2021,3.5
MFine,2017.0,Bangalore,Technology,"MFine aims to make access to trusted healthcare simple, fast, and effective.","Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT",48000000.0,Series,2021,48.0
Aquatein,2019.0,Mumbai,"Food, Hospitality, Tourism & Travel",India's First Protein Water in 21g and 10g Variants with BCAA.,"Ananth B Prabhala, Mitisha Mehta",Eaglewings Ventures,3500000.0,Seed,2021,3.5
Mentza,2020.0,Mumbai,Technology,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform","Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,400000.0,Seed,2021,0.4
ConnectedH,2018.0,Gurugram,Technology,Connect different sectors of healthcare system and give the patients complete control over their information.,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India",2300000.0,Seed,2021,2.3
CredAvenue,2017.0,Chennai,Technology,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",90000000.0,Series,2021,90.0
Vedantu,2011.0,Bangalore,Technology,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,100000000.0,Series,2021,100.0
Exotel,2011.0,Bangalore,Other,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.","Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",35000000.0,Series,2021,35.0
Fantasy Akhada,2020.0,Gurugram,"Fashion, Sports, Entertainment, Media & Arts",Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,2000000.0,Series,2021,2.0
Meesho,2015.0,Bangalore,E-Commerce & Retail,Meesho is India’s largest marketplace for longtail products.,"Sanjeev Barnwal, Vidit Aatrey","Fidelity, B Capital",570000000.0,Seed,2021,570.0
PumPumPum,2018.0,Gurugram,Transport & Logistics,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,Tarun Lawadia,LC Nueva AIF,3500000.0,Seed,2021,3.5
Cusmat,2016.0,Hyderabad,Technology,CUSMAT is India’s largest immersive skilling and training platform.,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,100000.0,Series,2021,0.1
Homeville,2017.0,Mumbai,Technology,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund",7000000.0,Seed,2021,7.0
Coinshift,2021.0,Chandigarh,Technology,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal",2500000.0,Seed,2021,2.5
Strip Finance,2021.0,Hyderabad,Finance,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital",400000.0,Seed,2021,0.4
Ola Electric,2017.0,Bangalore,Transport & Logistics,Charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish Aggarwal,"Falcon Edge, Softbank",200000000.0,Seed,2021,200.0
Kolo,2020.0,Bangalore,Real Estate,Home construction app for finding ideas and service providers near you,"Pranav Garg, Jery Althaf",Better Capital,550000.0,Pre-seed,2021,0.55
Chqbook,2017.0,Gurugram,Technology,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.","Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group",5000000.0,Series,2021,5.0
My3DSelfie,2016.0,Guwahati,Technology,World's first to create 3d figurine from photos,Harsha P Deka,"NEVF, AccelNest",3500000.0,Series,2021,3.5
EV Plugs,2021.0,Gurugram,Technology,EV charging station aggregator platform,"Manish Narang, Kapil Narang, Ashwani Arora",Inflection Point Ventures,150000.0,Seed,2021,0.15
Rulezero,2019.0,Bangalore,Finance,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.","Satish Mugulavalli, Srinivas Katta",The Treasury,2500000.0,Seed,2021,2.5
CredRight,2016.0,Hyderabad,Finance,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",Neeraj Bansal,"9Unicorns, Spearhead Capital, Venture Catalysts",2700000.0,Seed,2021,2.7
Karbon Card,2019.0,Bangalore,Technology,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.","Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator",12000000.0,Series,2021,12.0
Auntie Fung,2015.0,Bangalore,"Food, Hospitality, Tourism & Travel",Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,"Satrajit Das, Subhradeep Bhowmik",India Angel Network,400000.0,Seed,2021,0.4
ePayLater,2015.0,Mumbai,Finance,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures",10000000.0,Series,2021,10.0
Fittr,2016.0,Pune,Technology,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.","Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures",11000000.0,Series,2021,11.0
Medikabazaar,2014.0,Mumbai,Technology,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.","Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis",75000000.0,Series,2021,75.0
Nimble Growth Organics,2016.0,Bangalore,Technology,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,"Rahul Saria, Nagendra Kalkuli, Abhisek Bhagchandka, Pradeep Kumar ML",Inflection Point Ventures,3500000.0,Seed,2021,3.5
Delhivery,2011.0,Gurugram,Technology,Delhivery is a leading logistics and supply chain services company in India.,Sahil Barua,"Lee Fixel’s venture capital firm, Addition",125000000.0,Seed,2021,125.0
Akudo,2020.0,Bangalore,Finance,A Learning-First Neobank for teenagers - Enable practical financial education for child today,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi","Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels",4200000.0,Seed,2021,4.2
Sanctum Wealth,2016.0,Mumbai,Finance,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,Shiv Gupta,The Xander Group,10000000.0,Seed,2021,10.0
88academics,2018.0,New Delhi,Education,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,Anil Ahuja,Aarin Capital,3000000.0,Series,2021,3.0
Upgame,2017.0,Gurugram,"Fashion, Sports, Entertainment, Media & Arts",Upgame is the leading data intelligence and practice tracking platform for golfers,Sameer Sawhney,"James Milner, Adam Lallana",3500000.0,Seed,2021,3.5
Sanfe,2018.0,New Delhi,Technology,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma",1000000.0,Series,2021,1.0
PredictiVu,2020.0,Gurugram,Services,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights","Ashneer Grover, Shashvat Nakrani",Kunal Sarkar,1500000.0,Pre-seed,2021,1.5
Sterling Accuris Wellness,2016.0,Ahmedabad,Technology,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",Girish Patel,Morgan Stanley Private Equity Asia,30000000.0,Seed,2021,30.0
Bijnis,2015.0,New Delhi,Technology,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital,30000000.0,Series,2021,30.0
Capital Float,2013.0,Bangalore,Finance,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,"Sashank Rishyasringa, Gaurav Hinduja",Lightrock India,50000000.0,Seed,2021,50.0
Manch Technologies,2017.0,Bangalore,Technology,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",Suresh Anantpurkar,Bharat Inclusion,1000000.0,Series,2021,1.0
Sochcast,2020.0,Online Media,Other,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa","Vinners, Raj Nayak, Amritaanshu Agrawal",$Undisclosed,3500000.0,Seed,2021,3.5
Glamyo Health,2019.0,New Delhi,Technology,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,"Archit Garg, Dr Preet Pal Thakur",Ananta Capital,3000000.0,Series,2021,3.0
CashBook,2020.0,Gurugram,Technology,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.","Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures",2300000.0,Seed,2021,2.3
The Money Club,2016.0,Noida,Finance,The Money Club is a mobile platform for peer to peer chit funds.,"Manuraj Jain, Surajit Ra","SOSV, Venture Catalysts",1700000.0,Series,2021,1.7
SuperZop,2016.0,Mumbai,Technology,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund,4000000.0,Series,2021,4.0
Zypp Electric,2017.0,Gurugram,Technology,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.","Akash Gupta, Rashi Agarwal","9Unicorns, Anthill Ventures",7000000.0,Series,2021,7.0
Alpha Coach,2021.0,Mumbai,Technology,One to One Personal Fitness Coaching,Ketan Mavinkurve,Jani Ventures INC,1200000.0,Seed,2021,1.2
VRO Hospitality,2018.0,Bangalore,Technology,One of the fastest-growing hospitality companies based out of Bangalore.,"Safdhar Adoor, Sharath Rice, Dawn Thomas",CreedCap Asia Advisors,3000000.0,Series,2021,3.0
byteXL,2019.0,Hyderabad,Technology,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.","Sricharan Tadepalli, Karun Tadepalli",Joseph Joy,200000.0,Seed,2021,0.2
Leena AI,2015.0,Gurugram,Technology,AI to help enterprises transform the employee experience.,"Mayank Goyal, Anand Prajapati",Bessemer Venture Partners,30000000.0,Series,2021,30.0
CARS24,2015.0,Gurugram,Transport & Logistics,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.","Mehul Agrawal, Vikram Chopra","DST Global, Falcon Edge, SoftBank Vision Fund 2",450000000.0,Series,2021,450.0
Klub,2019.0,Bangalore,Finance,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.","Anurakt Jain, Ishita Verma",Trifecta Capital,2000000.0,Debt,2021,2.0
Bluepad,2020.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts",A one-stop solution for aggregated content  in vernacular languages,"Sanjyot Bhosale, Devakrishna Asokar, Kishore Garimella","Titan Capital, AngelList's syndicate",200000.0,Pre-seed,2021,0.2
FloBiz,2019.0,Bangalore,Technology,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,31000000.0,Series,2021,31.0
Tummoc,2016.0,Bangalore,Technology,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",540000.0,Seed,2021,0.54
Design Cafe,2015.0,Bangalore,"Fashion, Sports, Entertainment, Media & Arts",Design Cafe is on a mission to democratize good design for homes in India.,"Shezan Bhojani, Gita Ramanan","Westbridge Capital, Sixth Sense Ventures",25000000.0,Seed,2021,25.0
PayCardo,2021.0,Pune,Finance,A true Contactless & Cashless and secure payment system reducing cash dependency,"Vivek Kumar Choubey, Vivek Kumar",MaGEHold,3500000.0,Pre-seed,2021,3.5
Aerchain,2019.0,Bangalore,Technology,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,"Harsha Kadimisetty, Himavanth Jasti","Season Two Ventures, IndiaMart",3000000.0,Series,2021,3.0
Expertrons,2019.0,Mumbai,Technology,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Jatin Solanki, Vivek Gupta","Kunal Shah, Anant Maheshwari",3500000.0,Seed,2021,3.5
